base_expression,choices,cont_tokens,example,full_prompt,gold,gold_index,input_tokens,instruction,metrics,num_asked_few_shots,num_effective_few_shots,padded,pred_logits,prediction_logits,predictions,sentence_cleaned,specifics,truncated,log_prob,oddballness,confidence
leak,[],"[array([array([  2550,     25,    600,    271,    641,    279,   2661,  11652,
                   11,    330,    785,   3669,   1033,  33847,    311,    279,
                 5567,   1335,    279,   3409,    330,    273,   7741,      1,
                  374,   1483,  45350,   2673,     13,    576,   4647,    330,
                  273,    585,      1,   1588,   1558,    537,   8300,    311,
                  264,   6961,  23352,    714,   4751,    311,    279,  44471,
                27857,    315,   1995,     13,  14301,     11,    279,   4396,
                 4226,    374,    364,     72,      6,    369,  45350,    938,
                   13, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'leaked' used metaphorically or literally in the sentence: 'The news were leaked to the paper .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'leaked' used metaphorically or literally in the sentence: 'The news were leaked to the paper .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645,   3872,    279,   3409,    364,    273,   7741,      6,
          1483,  45350,   2673,    476,  15901,    304,    279,  11652,
            25,    364,    785,   3669,   1033,  33847,    311,    279,
          5567,    659,   4427,  21806,    364,     72,      6,    369,
         45350,    938,     11,    364,     75,      6,    369,  23141,
            13,    220,  10224,    697,   4226,   1283,    364,   3006,
            25,   6256])                                               ]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"[' output: i\n\nIn the given sentence, ""The news were leaked to the paper,"" the word ""leaked"" is used metaphorically. The term ""leak"" here does not refer to a physical leak but rather to the unauthorized disclosure of information. Thus, the correct answer is \'i\' for metaphorical.']",The news were leaked to the paper .,,[140],-3.766822563750403,0.5224506855010986,0.43168696761131287
ignite,[],"[array([array([  2550,     25,    326,    271,    785,  11652,    330,  21396,
                 8628,    646,  89436,   4558,    894,   9058,   4925,      1,
                 5711,    279,   3409,    364,  95408,      6,    304,    264,
                23141,   5530,     11,  22023,    311,    279,   1882,    315,
                 6243,   2494,    389,   3940,   4152,    311,   1550,   8628,
                   13,  15277,     11,    279,   4396,   4226,    374,    364,
                   75,      6,    369,  23141,     13, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'ignite' used metaphorically or literally in the sentence: 'Great heat can ignite almost any dry matter .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'ignite' used metaphorically or literally in the sentence: 'Great heat can ignite almost any dry matter .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([151645,   3872,    279,   3409,    364,  95408,      6,   1483,
         45350,   2673,    476,  15901,    304,    279,  11652,     25,
           364,  21396,   8628,    646,  89436,   4558,    894,   9058,
          4925,    659,   4427,  21806,    364,     72,      6,    369,
         45350,    938,     11,    364,     75,      6,    369,  23141,
            13,    220,  10224,    697,   4226,   1283,    364,   3006,
            25,   6256])                                               ]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"[' output: l\n\nThe sentence ""Great heat can ignite almost any dry matter"" uses the word \'ignite\' in a literal sense, referring to the process of setting something on fire due to high heat. Therefore, the correct answer is \'l\' for literal.']",Great heat can ignite almost any dry matter .,,[150],-4.640655564144254,0.5279868841171265,0.4803217947483063
inflate,[],"[array([array([  2550,     25,    326,    271,    785,   3409,    364,  37455,
                    6,    374,   1483,  15901,    304,    279,  11652,    364,
                37455,    279,  11413,   3159,   1096,   3363,    311,   5263,
                  279,   3311,    315,   3220,    304,  34755,     11,  27492,
                17719,   1181,    897,     13,    576,  45350,    938,  10431,
                 1035,  21058,    458,  14461,    476,   5263,    304,   1379,
                   11,    892,   1558,    537,   3796,   1588,     13,  15277,
                   11,    279,   4396,   4226,    374,    364,     75,      6,
                  369,  23141,     13, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645])                       ],
       dtype=object)                                                            ]","Is the word 'inflate' used metaphorically or literally in the sentence: 'inflate the currency .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'inflate' used metaphorically or literally in the sentence: 'inflate the currency .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645, 151645, 151645,   3872,    279,   3409,    364,  37455,
             6,   1483,  45350,   2673,    476,  15901,    304,    279,
         11652,     25,    364,  37455,    279,  11413,    659,   4427,
         21806,    364,     72,      6,    369,  45350,    938,     11,
           364,     75,      6,    369,  23141,     13,    220,  10224,
           697,   4226,   1283,    364,   3006,     25,   6256])       ]",,{'accuracy_per_sample': array([0.])},0,0,[3],[],[],"["" output: l\n\nThe word 'inflate' is used literally in the sentence 'inflate the currency.' This means to increase the amount of money in circulation, thereby reducing its value. The metaphorical usage would involve an expansion or increase in size, which does not apply here. Therefore, the correct answer is 'l' for literal.""]",inflate the currency .,,[131],-7.058897058169047,0.5758813619613647,0.3864065110683441
stuff,[],"[array([array([  2550,     25,    326,    271,    785,   3409,    364,  57304,
                    6,    374,   1483,  15901,    304,    279,  11652,    364,
                57304,    264,  42325,    448,  55894,   3159,   1084,  19257,
                  311,    279,   6961,   1917,    315,  21274,    279,  42325,
                  448,  55894,     13,  15277,     11,    279,   4396,   4226,
                  374,    364,     75,      6,    369,  23141,     13, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645])                       ],
       dtype=object)                                                            ]","Is the word 'stuff' used metaphorically or literally in the sentence: 'stuff a pillow with feathers .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'stuff' used metaphorically or literally in the sentence: 'stuff a pillow with feathers .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([151645,   3872,    279,   3409,    364,  57304,      6,   1483,
         45350,   2673,    476,  15901,    304,    279,  11652,     25,
           364,  57304,    264,  42325,    448,  55894,    659,   4427,
         21806,    364,     72,      6,    369,  45350,    938,     11,
           364,     75,      6,    369,  23141,     13,    220,  10224,
           697,   4226,   1283,    364,   3006,     25,   6256])       ]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"["" output: l\n\nThe word 'stuff' is used literally in the sentence 'stuff a pillow with feathers.' It refers to the physical action of filling the pillow with feathers. Therefore, the correct answer is 'l' for literal.""]",stuff a pillow with feathers .,,[137],-4.670353507995605,0.38413119316101074,0.3267042636871338
claw,[],"[array([array([  2550,     25,    600,    271,  69769,     25,    758,    419,
                11652,     11,    330,    564,    672,    291,      1,    374,
                 1483,  45350,   2673,    311,   7512,    279,  19188,    323,
                18894,   6993,    315,    279,  35938,    594,   6168,   6974,
                  806,  20762,     11,   4428,    311,   1246,    264,   8251,
                 2578,    990,   1181,  67450,     13,    576,   3409,   1558,
                  537,   8300,    311,   5042,  67450,    714,   4751,    311,
                  279,   4522,    315,   1667,  17232,     11,   5344,   1262,
                25342,     13,  15277,     11,    279,   4396,   4226,    374,
                  364,     72,      6,    369,  45350,    938,     13, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'clawed' used metaphorically or literally in the sentence: 'The politician clawed his rival .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'clawed' used metaphorically or literally in the sentence: 'The politician clawed his rival .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645,   3872,    279,   3409,    364,    564,    672,    291,
             6,   1483,  45350,   2673,    476,  15901,    304,    279,
         11652,     25,    364,    785,  35938,  56490,    291,    806,
         20762,    659,   4427,  21806,    364,     72,      6,    369,
         45350,    938,     11,    364,     75,      6,    369,  23141,
            13,    220,  10224,    697,   4226,   1283,    364,   3006,
            25,   6256])                                               ]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"[' output: i\n\nExplanation: In this sentence, ""clawed"" is used metaphorically to describe the aggressive and intense nature of the politician\'s actions towards his rival, similar to how a cat might use its claws. The word does not refer to actual claws but rather to the idea of using sharp, forceful tactics. Therefore, the correct answer is \'i\' for metaphorical.']",The politician clawed his rival .,,[138],-4.107757942130168,0.5045456886291504,0.5734471678733826
computerize,[],"[array([array([  2550,     25,    326,    271,    785,  11652,    330,   6865,
                 6366,   1506,    279,   1803,   4958,      1,    374,   1483,
                15901,     13,    758,    419,   2266,     11,    432,   3363,
                  429,    279,   1803,   4958,  11537,    323,  18250,  18495,
                  323,   6366,   5440,   1119,   1181,  11364,     11,   7525,
                   11,    323,   5942,    311,  18379,  15024,     11,  25148,
                   11,    323,   5068,     13,    576,   4647,    330,  43111,
                 1506,      1,  19257,    311,    279,   5042,   1882,    315,
                51813,  18495,   1119,    279,   4958,     11,   4751,   1091,
                 1667,    432,  45350,   2673,    311,   7512,    264,  43801,
                  476,   8115,   4522,     13,  15277,     11,    279,   4396,
                 4226,    374,    364,     75,      6,    369,  23141,     13,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'computerized' used metaphorically or literally in the sentence: 'They computerized the car industry .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'computerized' used metaphorically or literally in the sentence: 'They computerized the car industry .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([151645, 151645,   3872,    279,   3409,    364,  43111,   1506,
             6,   1483,  45350,   2673,    476,  15901,    304,    279,
         11652,     25,    364,   6865,   6366,   1506,    279,   1803,
          4958,    659,   4427,  21806,    364,     72,      6,    369,
         45350,    938,     11,    364,     75,      6,    369,  23141,
            13,    220,  10224,    697,   4226,   1283,    364,   3006,
            25,   6256])                                               ]",,{'accuracy_per_sample': array([1.])},0,0,[2],[],[],"[' output: l\n\nThe sentence ""They computerized the car industry"" is used literally. In this context, it means that the car industry implemented and integrated computers and computer technology into its processes, operations, and systems to enhance efficiency, productivity, and performance. The term ""computerized"" refers to the actual process of incorporating computers into the industry, rather than using it metaphorically to describe a conceptual or abstract idea. Therefore, the correct answer is \'l\' for literal.']",They computerized the car industry .,,[147],-3.660327307259043,0.39614421129226685,0.37575969099998474
drift,[],"[array([array([  2550,     25,    600,    271,  69769,     25,    758,    419,
                11652,     11,    330,   3612,   2085,    291,      1,    374,
                 1483,  45350,   2673,    311,   7512,    279,  52622,    323,
                14400,  49135,   7203,    315,    279,   5591,   3081,     13,
                 1084,  13230,    264,   6301,     11,  24020,   5263,   2041,
                37838,    894,   3953,   5106,    476,   5240,     11,    892,
                  374,    803,  16626,   5815,    448,   6961,   6171,   7218,
                  304,   3015,     13,  15277,     11,    279,   4396,   4226,
                  374,    364,     72,      6,    369,  45350,    938,     13,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'drifted' used metaphorically or literally in the sentence: 'The stock market drifted upward .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'drifted' used metaphorically or literally in the sentence: 'The stock market drifted upward .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645, 151645,   3872,    279,   3409,    364,   3612,   2085,
           291,      6,   1483,  45350,   2673,    476,  15901,    304,
           279,  11652,     25,    364,    785,   5591,   3081,  91562,
         39772,    659,   4427,  21806,    364,     72,      6,    369,
         45350,    938,     11,    364,     75,      6,    369,  23141,
            13,    220,  10224,    697,   4226,   1283,    364,   3006,
            25,   6256])                                               ]",,{'accuracy_per_sample': array([1.])},0,0,[2],[],[],"[' output: i\n\nExplanation: In this sentence, ""drifted"" is used metaphorically to describe the gradual and somewhat unpredictable movement of the stock market. It suggests a slow, steady increase without specifying any particular direction or cause, which is more commonly associated with physical objects moving in water. Therefore, the correct answer is \'i\' for metaphorical.']",The stock market drifted upward .,,[139],-3.5476125121116637,0.3811984956264496,0.30160996317863464
reflect,[],"[array([array([  2550,     25,    600,    271,    785,   3409,    364,  34913,
                   82,      6,    304,    279,  11652,    330,   1986,   1917,
                25963,    806,    830,  20799,      1,    374,   1483,  45350,
                 2673,     13,   1084,  13230,    429,    279,   1917,  40485,
                  476,   4933,   1128,    279,   1697,    594,    830,  20799,
                  525,     11,   4751,   1091,  72867,    264,   6961,  21844,
                 1075,    264,  17846,   1035,   3410,     13,  15277,     11,
                  279,   4396,   4226,    374,    364,     72,      6,    369,
                45350,    938,     13, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'reflects' used metaphorically or literally in the sentence: 'This action reflects his true beliefs .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'reflects' used metaphorically or literally in the sentence: 'This action reflects his true beliefs .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645, 151645,   3872,    279,   3409,    364,  34913,     82,
             6,   1483,  45350,   2673,    476,  15901,    304,    279,
         11652,     25,    364,   1986,   1917,  25963,    806,    830,
         20799,    659,   4427,  21806,    364,     72,      6,    369,
         45350,    938,     11,    364,     75,      6,    369,  23141,
            13,    220,  10224,    697,   4226,   1283,    364,   3006,
            25,   6256])                                               ]",,{'accuracy_per_sample': array([1.])},0,0,[2],[],[],"[' output: i\n\nThe word \'reflects\' in the sentence ""This action reflects his true beliefs"" is used metaphorically. It suggests that the action mirrors or shows what the person\'s true beliefs are, rather than implying a physical reflection like a mirror would provide. Therefore, the correct answer is \'i\' for metaphorical.']",This action reflects his true beliefs .,,[146],-4.147738774617513,0.4660017192363739,0.3596152663230896
trace,[],"[array([array([  2550,     25,    326,    271,  69769,     25,    758,    419,
                11652,     11,    330,    376,   4435,      1,    374,   1483,
                15901,     13,    576,  47973,    525,  21893,   2701,    279,
                13918,    315,    279,  38049,    438,    807,   3725,    279,
                32533,     13,   2619,    594,    902,  55655,   1388,   7290,
                 6398,   1588,     26,    432,    594,    264,  30339,   4008,
                  315,    458,   1917,     13,  15277,     11,    279,   4396,
                 4226,    374,    364,     75,      6,    369,  23141,     13,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'traced' used metaphorically or literally in the sentence: 'The hunters traced the deer into the woods .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'traced' used metaphorically or literally in the sentence: 'The hunters traced the deer into the woods .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
        151645, 151645, 151645,   3872,    279,   3409,    364,    376,
          4435,      6,   1483,  45350,   2673,    476,  15901,    304,
           279,  11652,     25,    364,    785,  47973,  50300,    279,
         38049,   1119,    279,  32533,    659,   4427,  21806,    364,
            72,      6,    369,  45350,    938,     11,    364,     75,
             6,    369,  23141,     13,    220,  10224,    697,   4226,
          1283,    364,   3006,     25,   6256])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[11],[],[],"[' output: l\n\nExplanation: In this sentence, ""traced"" is used literally. The hunters are physically following the tracks of the deer as they enter the woods. There\'s no figurative meaning involved here; it\'s a straightforward description of an action. Therefore, the correct answer is \'l\' for literal.']",The hunters traced the deer into the woods .,,[138],-3.26439192565158,0.34480252861976624,0.49915698170661926
level,[],"[array([array([  2550,     25,    326,    271,  69769,     25,    758,    279,
                11652,    330,    785,   4910,   2188,    832,   1007,   1335,
                  279,   3409,    330,   3294,    832,      1,    374,   1483,
                15901,    311,   7512,    264,   6961,   2297,    304,    279,
                24869,   1380,    279,  30232,    315,    279,   4910,   9044,
                 2686,  31266,    476,  51039,    724,    700,     13,   1084,
                 1558,    537,    614,    264,  45350,    938,   7290,    304,
                  419,   2266,     13,  15277,     11,    279,   4396,   4226,
                  374,    364,     75,      6,    369,  23141,     13, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645])                       ],
       dtype=object)                                                            ]","Is the word 'levelled' used metaphorically or literally in the sentence: 'The ground levelled off .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'levelled' used metaphorically or literally in the sentence: 'The ground levelled off .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([ 3872,   279,  3409,   364,  3294,   832,     6,  1483, 45350,
         2673,   476, 15901,   304,   279, 11652,    25,   364,   785,
         4910,  2188,   832,  1007,   659,  4427, 21806,   364,    72,
            6,   369, 45350,   938,    11,   364,    75,     6,   369,
        23141,    13,   220, 10224,   697,  4226,  1283,   364,  3006,
           25,  6256])                                                ]",,{'accuracy_per_sample': array([1.])},0,0,[0],[],[],"[' output: l\n\nExplanation: In the sentence ""The ground levelled off,"" the word ""levelled"" is used literally to describe a physical change in the terrain where the slope of the ground becomes less steep or flattens out. It does not have a metaphorical meaning in this context. Therefore, the correct answer is \'l\' for literal.']",The ground levelled off .,,[135],-3.587205910682678,0.4182651937007904,0.25822052359580994
flash,[],"[array([array([  2550,     25,    326,    271,  69769,     25,    758,    419,
                11652,     11,    330,    383,  69839,    264,    400,     16,
                   15,     15,   4031,      1,    374,   1667,    279,   3409,
                  330,   1489,  13571,      1,  15901,     13,    576,   1697,
                  374,  21893,   9027,    279,    400,     16,     15,     15,
                 4031,    311,   4325,     11,    537,  22023,    311,    264,
                 3974,  11094,    476,   3037,    304,    264,   2477,   2852,
                 9953,   5530,     13,  15277,     11,    279,   4396,   4226,
                  374,    364,     75,      6,    369,  23141,     13, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'flashed' used metaphorically or literally in the sentence: 'he flashed a $ 100 bill .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'flashed' used metaphorically or literally in the sentence: 'he flashed a $ 100 bill .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
        151645, 151645,   3872,    279,   3409,    364,   1489,  13571,
             6,   1483,  45350,   2673,    476,  15901,    304,    279,
         11652,     25,    364,    383,  69839,    264,    400,    220,
            16,     15,     15,   4031,    659,   4427,  21806,    364,
            72,      6,    369,  45350,    938,     11,    364,     75,
             6,    369,  23141,     13,    220,  10224,    697,   4226,
          1283,    364,   3006,     25,   6256])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[10],[],[],"[' output: l\n\nExplanation: In this sentence, ""he flashed a $100 bill"" is using the word ""flashed"" literally. The person is physically showing the $100 bill to someone, not referring to a quick appearance or display in a non-literal sense. Therefore, the correct answer is \'l\' for literal.']",he flashed a $ 100 bill .,,[120],-2.6973445241649947,0.29971736669540405,0.6171183586120605
down,[],"[array([array([  2550,     25,    326,    271,    785,   3409,    364,   2923,
                    6,    304,    279,   2661,  11652,    374,   1483,  15901,
                   13,   1084,  19257,    311,    279,   1160,    315,  34108,
                  476,  12182,    279,  13041,     13,   2619,    374,    902,
                55655,   1388,    476,  35296,   7290,   1660,  72797,   1588,
                   13,  15277,     11,    279,   4396,   4226,    374,    364,
                   75,      6,    369,  23141,     13, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'down' used metaphorically or literally in the sentence: 'Some people can down a pound of meat in the course of one meal .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'down' used metaphorically or literally in the sentence: 'Some people can down a pound of meat in the course of one meal .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645, 151645, 151645, 151645, 151645, 151645,   3872,    279,
          3409,    364,   2923,      6,   1483,  45350,   2673,    476,
         15901,    304,    279,  11652,     25,    364,   8373,   1251,
           646,   1495,    264,  30023,    315,  13041,    304,    279,
          3308,    315,    825,  15145,    659,   4427,  21806,    364,
            72,      6,    369,  45350,    938,     11,    364,     75,
             6,    369,  23141,     13,    220,  10224,    697,   4226,
          1283,    364,   3006,     25,   6256])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[6],[],[],"["" output: l\n\nThe word 'down' in the given sentence is used literally. It refers to the act of consuming or eating the meat. There is no figurative or symbolic meaning being conveyed here. Therefore, the correct answer is 'l' for literal.""]",Some people can down a pound of meat in the course of one meal .,,[156],-3.078274266391028,0.3207530379295349,0.5175241827964783
climb,[],"[array([array([  2550,     25,    326,    271,    785,   3409,    364,    564,
                  318,   7132,      6,    374,   1483,  15901,    304,    419,
                11652,     13,   1084,  19257,    311,    264,   1931,   5263,
                  304,   6625,   5109,     11,    537,    458,   8115,   7286,
                  315,   2087,    705,   1075,  29508,    264,   6961,   5944,
                   13,  15277,     11,    279,   4396,   4226,    374,    364,
                   75,      6,    369,  23141,     13, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
               151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645])],
       dtype=object)                                                             ]","Is the word 'climbing' used metaphorically or literally in the sentence: 'Sales were climbing after prices were lowered .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'climbing' used metaphorically or literally in the sentence: 'Sales were climbing after prices were lowered .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([151645, 151645, 151645, 151645, 151645, 151645, 151645, 151645,
        151645, 151645, 151645,   3872,    279,   3409,    364,    564,
           318,   7132,      6,   1483,  45350,   2673,    476,  15901,
           304,    279,  11652,     25,    364,  35418,   1033,  29508,
          1283,   7576,   1033,  38820,    659,   4427,  21806,    364,
            72,      6,    369,  45350,    938,     11,    364,     75,
             6,    369,  23141,     13,    220,  10224,    697,   4226,
          1283,    364,   3006,     25,   6256])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[11],[],[],"["" output: l\n\nThe word 'climbing' is used literally in this sentence. It refers to a real increase in sales numbers, not an abstract concept of going up like climbing a physical structure. Therefore, the correct answer is 'l' for literal.""]",Sales were climbing after prices were lowered .,,[143],-4.449606384549822,0.4053359925746918,0.43385037779808044
