Index,Sentence,Target Word (Noun),log_prob,oddballness,confidence,Document URL
13,Mishnah Yomit – MishnahYomit.com hosts a weekly publication complementing the learning of people studying the regular program.,publication,-5.227287404537201,0.3902222812175751,0.32524573802948,https://en.wikipedia.org/wiki/Mishnah
14,"During their courtship, the couple visited Longue Vue, an old inn that overlooked the Hudson River.",inn,-3.758267850925525,0.3888731896877289,0.42422226071357727,https://en.wikipedia.org/wiki/Edith%20Rosenwald%20Stern
15,A Burgundy historian Jean de Wavrin criticized him more bitterly than other Burgundians.,historian,-5.1074678866486805,0.5012145042419434,0.4163103997707367,https://en.wikipedia.org/wiki/Richard%20Neville%2C%2016th%20Earl%20of%20Warwick
16,Revising speciesWilliston was also the first scientist to critically evaluate all of the pteranodon species classified by Cope and Marsh.,scientist,-4.734111438537466,0.3971056342124939,0.2820695638656616,https://en.wikipedia.org/wiki/Pteranodon
17,"This deeper ""rock""-sounding voice on Once—as well as on the song ""In the Picture"" of the album Into the Light—was welcomed by critics as a refreshing change.",voice,-4.511620496978631,0.3317963480949402,0.32632723450660706,https://en.wikipedia.org/wiki/Tarja%20Turunen
18,"Mark Kaplan (born 30 December 1953, in Cambridge, Massachusetts) is an American violinist who studied at the Juilliard School under Dorothy DeLay.",violinist,-2.943351490216862,0.27962926030158997,0.4406670331954956,https://en.wikipedia.org/wiki/Mark%20Kaplan%20%28musician%29
19,"Sri Lanka's most recently discovered bird, the Serendib scops owl was originally heard calling by Deepal Warakagoda in these forests.",owl,-5.0725406262713175,0.4650144875049591,0.37186211347579956,https://en.wikipedia.org/wiki/Kitulgala
20,He secured a needle in the supraclavicular fossa and attached tubing connected to a syringe through which he could inject incremental doses of local anesthetic.,syringe,-3.4615500200998213,0.33474910259246826,0.4944550693035126,https://en.wikipedia.org/wiki/Brachial%20plexus%20block
21,The brain employs a computing paradigm that is fundamentally different from digital computers.,brain,-4.01286245988948,0.3503749966621399,0.31518951058387756,https://en.wikipedia.org/wiki/Kwabena%20Boahen
22,"The charango's ten strings require quite a large headstock, often approaching or even exceeding the size of its diminutive sound box.",strings,-4.5485215589956,0.48470214009284973,0.349078506231308,https://en.wikipedia.org/wiki/Charango
23,The founding editor of the business newspaper Vedomosti interpreted the appointment of someone with such views as a sign that Russian President Vladimir Putin was becoming more ideological.,editor,-4.054469048856728,0.43829867243766785,0.4066281318664551,https://en.wikipedia.org/wiki/Telegony%20%28theory%29
24,A pitcher filled with 8000 pearls has been found here.,pitcher,-4.86315628198477,0.5180128216743469,0.2874279022216797,https://en.wikipedia.org/wiki/Baror
25,"Tun demanded 1,800,000 strings of cash in compensation and the Tang agreed to pay this amount in gold and silk.",strings,-4.922578749748377,0.3923737108707428,0.3413756191730499,https://en.wikipedia.org/wiki/Uyghur%20Khaganate
26,A U.S. mechanical engineer or skilled worker who creates technical drawings may be referred to as a drafter or draftsman.,worker,-3.413322997689247,0.31909841299057007,0.44135087728500366,https://en.wikipedia.org/wiki/Mechanical%20engineering
27,The antelope masks are rough rectangular boxes with several horns coming out of the top.,horns,-4.842423354878145,0.42765453457832336,0.3235340416431427,https://en.wikipedia.org/wiki/Mask
28,Often web shells detect the user-agent and the content presented to the search engine spider is different from that presented to the user's browser.,shells,-4.493086823710689,0.4174392819404602,0.37829774618148804,https://en.wikipedia.org/wiki/Web%20shell
29,"Prissy floral-shirt-wearing product designer Charles Coote (Charles Hawtrey) has included a bidet in his latest range of designs, but W.C. objects to the manufacture of such ""dubious"" items.",designer,-5.011847713548276,0.39313453435897827,0.33336177468299866,https://en.wikipedia.org/wiki/Carry%20On%20at%20Your%20Convenience
30,"For example, in California, the East Bay Municipal Utility District sponsored the publication of a book on plants and landscapes for summer-dry climates.",publication,-4.034255752273436,0.3742712140083313,0.37659087777137756,https://en.wikipedia.org/wiki/Cactus
31,"Rosenberg argued that despite not having been born in Armenia, Khachaturian was ""essentially an Armenian composer whose music exhibits his Armenian roots"".",composer,-4.132031664107766,0.4222926199436188,0.521919310092926,https://en.wikipedia.org/wiki/Aram%20Khachaturian
32,Pongal - a boiled rice dish which comes in sweet and spicy varieties.,dish,-4.142920868471265,0.4223356246948242,0.33070340752601624,https://en.wikipedia.org/wiki/Malaysian%20cuisine
33,"His life ended prematurely, when a leaking gas pipe caused him to asphyxiate during his sleep.",pipe,-3.7663153686028505,0.4528076648712158,0.4898000657558441,https://en.wikipedia.org/wiki/Fred%20Yates%20%28chess%20player%29
34,"Furthermore, the organization created and controlled negative media meant to undermine black power organizations.",media,-5.472390151116997,0.47986292839050293,0.32743769884109497,https://en.wikipedia.org/wiki/COINTELPRO
35,"American rock band 311 also quote the lyrics in their song ""Who's Got the Herb"".",band,-5.0728447374544645,0.38332822918891907,0.214670330286026,https://en.wikipedia.org/wiki/Sleng%20Teng
36,There are also different ways to insert the needle into the stitch.,needle,-3.423967965520345,0.3559948205947876,0.4075823724269867,https://en.wikipedia.org/wiki/Knitting
37,Leopold's sister Clara was a pianist who studied with Clara Schumann and with Franz Liszt.,pianist,-3.1596034567416855,0.29677271842956543,0.43852880597114563,https://en.wikipedia.org/wiki/Leopold%20Graf%20von%20Kalckreuth
38,"On September 28, 2016, Warner endorsed Democratic presidential candidate Hillary Clinton over Donald Trump, praising Clinton's record of bipartisan cooperation.",record,-3.4593811172193716,0.3435550630092621,0.4513646364212036,https://en.wikipedia.org/wiki/John%20Warner
39,"It read: ""The architecture reminds one of a quaint Tuscan beet farm, and the natural aroma of the beets drifts into the bedrooms and makes you dream of simpler times.",aroma,-4.098811576111443,0.3755051791667938,0.42149272561073303,https://en.wikipedia.org/wiki/Dwight%20Schrute
40,"In 1926, the American designer Elizabeth Hawes, while working in Paris, regularly wore Callot Soeurs.",designer,-4.023293033863108,0.3686811923980713,0.3137861490249634,https://en.wikipedia.org/wiki/Callot%20Soeurs
41,The wailing saxophone and that distorted electric guitar.,saxophone,-4.287499345161698,0.40508541464805603,0.3303428590297699,https://en.wikipedia.org/wiki/Ike%20Turner
42,NegativeIce sheets that form during glaciations erode the land beneath them.,land,-4.975811638434728,0.4592178463935852,0.34498003125190735,https://en.wikipedia.org/wiki/Ice%20age
43,"Interpretations In the long sojourn of philosophy, there has existed hardly a philosopher or historian of philosophy who did not mention Thales and try to characterize him in some way.",philosopher,-3.9691978295999837,0.3679460883140564,0.41805511713027954,https://en.wikipedia.org/wiki/Thales%20of%20Miletus
44,"When they finished a song, apart from the low hum of conversation, the band would hear Jesperson's loud whistle and fast clapping. """,band,-4.846767801149138,0.41918864846229553,0.31975969672203064,https://en.wikipedia.org/wiki/The%20Replacements%20%28band%29
45,"Passive noise isolation is essentially using the body of the earphone, either over or in the ear, as a passive earplug that simply blocks out sound.",earplug,-4.035582303039489,0.4359857141971588,0.3785153925418854,https://en.wikipedia.org/wiki/Headphones
46,It gathers scientist from all over the country to discuss relevant issues related to science and technology and thus earning the distinction of the most prestigious Philippine scientific conference.,scientist,-4.018287219107151,0.3905881345272064,0.38279592990875244,https://en.wikipedia.org/wiki/National%20Academy%20of%20Science%20and%20Technology
47,Pulakeshin II continued his conquests in the east where he conquered all kingdoms in his way and reached the Bay of Bengal in present-day Odisha.,east,-3.9538590936891493,0.3840709328651428,0.3932986259460449,https://en.wikipedia.org/wiki/Middle%20kingdoms%20of%20India
48,Puneet goes on a drinking spree that leads him to a park bench where he witnesses someone being shot.,bench,-4.526838898658752,0.38950297236442566,0.3466670513153076,https://en.wikipedia.org/wiki/Waisa%20Bhi%20Hota%20Hai%20Part%20II
49,"On 25 November 1897 the novelist published Mr. Scheurer-Kestner in Le Figaro, which was the first article in a series of three.",novelist,-3.812855623288532,0.3569434583187103,0.34373971819877625,https://en.wikipedia.org/wiki/Dreyfus%20affair
50,The figure shows an example of a program composed of three sub-ETs.,program,-4.226956327911466,0.37465614080429077,0.3410552144050598,https://en.wikipedia.org/wiki/Gene%20expression%20programming
51,"Al-Khwarizmi was the most widely read mathematician in Europe in the late Middle Ages, primarily through his other book, the Algebra.",mathematician,-3.0680349490838124,0.3945581316947937,0.5239884853363037,https://en.wikipedia.org/wiki/Algorism
52,Most who succeeded him as Blue Book director exhibited either apathy or outright hostility to the subject of UFOs or were hampered by a lack of funding and official support.,director,-4.551531438537709,0.382662832736969,0.36304473876953125,https://en.wikipedia.org/wiki/Project%20Blue%20Book
53,"Throughout, Wilder uses metatheatrical devices, setting the play in the actual theatre where it is being performed.",theatre,-3.7942428685103855,0.3724990785121918,0.4289686679840088,https://en.wikipedia.org/wiki/Our%20Town
54,"Los Angeles Times considered the game a ""great improvement"" over the previous Nicklaus games, praising the course designer and stating that the screen reanimates faster than in the Links games.",designer,-4.735030287826383,0.38946300745010376,0.33300164341926575,https://en.wikipedia.org/wiki/Jack%20Nicklaus%20Golf%20%26%20Course%20Design%3A%20Signature%20Edition
55,An Inner London Education Authority (ILEA) teaching pack titled Auschwitz: Yesterday's Racism drew comparisons between the trade union legislation of Adolf Hitler and Margaret Thatcher.,pack,-4.902261537101367,0.42761605978012085,0.396419495344162,https://en.wikipedia.org/wiki/Loony%20left
56,"Investigation revealed that a high pressure fuel hose leaked approximately 700 kilograms of fuel into the engine's nacelle during taxi, which ignited upon takeoff.",hose,-4.331549310756307,0.45596078038215637,0.38318976759910583,https://en.wikipedia.org/wiki/Blue%20Panorama%20Airlines
57,The bird may hear sounds from inside the timber indicating where creating a hole would be productive.,bird,-5.539742045932346,0.5348833799362183,0.31721585988998413,https://en.wikipedia.org/wiki/Woodpecker
58,This is because the defending party may perceive the gun as loaded and thus lethal.,gun,-5.032137617468834,0.4771396219730377,0.3094792366027832,https://en.wikipedia.org/wiki/Self-defense%20%28Sweden%29
59,"When Inspector Kaale comes to investigate the matter, he argues with an angry Shankar, who tells the inspector to inform the goons that their end will come soon.",goons,-4.150313462240293,0.4111219048500061,0.37781086564064026,https://en.wikipedia.org/wiki/Loha%20%281997%20film%29
60,The barrel was made of stainless steel to protect it from wear and corrosion.,barrel,-3.2509929390003283,0.43036627769470215,0.4856902062892914,https://en.wikipedia.org/wiki/Beretta%2092G-SD/96G-SD
61," in a 1997 interview with Kerrang!, magazine he admitted that heroin was ""probably the only drug on this planet I haven't tried"".",magazine,-3.849226416955734,0.341957688331604,0.32978886365890503,https://en.wikipedia.org/wiki/Placebo%20%28band%29
62,He kidnaps Nicole and leaves a ransom DVD for Roman instructing him to drink a flask of liquid or he will never see her again.,flask,-4.409331796956914,0.36578354239463806,0.3648213744163513,https://en.wikipedia.org/wiki/List%20of%20Home%20and%20Away%20characters%20%282008%29
63,The car was subsequently recovered.,car,-4.926857749621074,0.5571197867393494,0.24279449880123138,https://en.wikipedia.org/wiki/Rod%20Stewart
64,"He was the author of numerous papers on scientific subjects, many of which were printed in the Monthly Notices of the Royal Astronomical Society.",author,-2.76515187093485,0.3120588958263397,0.5659677386283875,https://en.wikipedia.org/wiki/Charles%20Todd%20%28pioneer%29
65,there is a failure detector which detects failed processes.,detector,-5.0021933794021605,0.5023528337478638,0.3493979573249817,https://en.wikipedia.org/wiki/Bully%20algorithm
66,"As a result of puzzling adventures, ladies return the apartment to Lyuba.",apartment,-5.644141931086779,0.5046157836914062,0.39402616024017334,https://en.wikipedia.org/wiki/Old%20Hags
67,The brain recruits an opposing force to dampen the effects of nicotine and this causes tolerance (the reduction in the effect of nicotine).,brain,-4.271718659653113,0.3695114850997925,0.38993990421295166,https://en.wikipedia.org/wiki/Nicotine%20withdrawal
68,Charles Brockden Brown is the earliest American novelist whose works are still commonly read.,novelist,-3.709286722820252,0.39873871207237244,0.4197644591331482,https://en.wikipedia.org/wiki/American%20literature
69,It was later learned that the pipe had been leaking fuel undetected since 1953.,pipe,-3.3132190770924543,0.3761330544948578,0.41821005940437317,https://en.wikipedia.org/wiki/Kirtland%20Air%20Force%20Base
70,They also had to spread honey on their fake mustaches.,honey,-4.5462446808815,0.4437919557094574,0.31413519382476807,https://en.wikipedia.org/wiki/HaMerotz%20LaMillion%203
71,"In 1960, it became the first animated program to be honored with an Emmy Award.",program,-3.059757978508347,0.36419299244880676,0.4254584014415741,https://en.wikipedia.org/wiki/The%20Huckleberry%20Hound%20Show
72,Outside curves and straight lines are ground on a flat rotating platter covered in a thin slurry of silicon carbide and water.,platter,-4.262477030691046,0.3926831781864166,0.4111047089099884,https://en.wikipedia.org/wiki/Beveled%20glass
73,"Today publishes its tabloid twice a week, with a supplemental tabloid issue delivered free throughout Fort McMurray every Thursday.",tabloid,-5.072877678467194,0.47149595618247986,0.37887999415397644,https://en.wikipedia.org/wiki/Fort%20McMurray%20Today
74,Moruya was proclaimed a municipality in 1891.,municipality,-4.402158710089597,0.36089247465133667,0.30010518431663513,https://en.wikipedia.org/wiki/Moruya%2C%20New%20South%20Wales
75,Their bodies are extremely tough; a direct blast of plasma from a bazookoid merely stunned a Kinitawowi at close range.,blast,-6.024397791328806,0.4894424080848694,0.2913864552974701,https://en.wikipedia.org/wiki/GELF
76,Engineers must address the entire factory as a system and the interactions of that system with its surrounding environment.,factory,-4.183282466232777,0.40709543228149414,0.32085514068603516,https://en.wikipedia.org/wiki/Computer-aided%20production%20engineering
77,At the neutral pH outside of the cell the E2 envelope protein covers the E1 protein.,protein,-4.738651871681213,0.43828582763671875,0.348807692527771,https://en.wikipedia.org/wiki/Rubella%20virus
78,"He kills by shooting a needle from his horn into the victim's neck, turning them to ash.",needle,-4.224753735214472,0.47488757967948914,0.34935876727104187,https://en.wikipedia.org/wiki/List%20of%20Kamen%20Rider%20Agito%20characters
79,He observed a Seminole village on the bluff where Palatka now stands and where he was invited to a watermelon feast that summer.,village,-4.298338099736078,0.4368128180503845,0.36506739258766174,https://en.wikipedia.org/wiki/William%20Bartram
80,"An early 1995 article on the fighting game industry in Electronic Gaming Monthly stated that ""for now, the undisputed king at the arcades is Killer Instinct"".",industry,-3.9732384480542833,0.3561311662197113,0.43616288900375366,https://en.wikipedia.org/wiki/Killer%20Instinct%20%281994%20video%20game%29
81,"In May 2005, the fashion designer Azzedine Alaïa exhibited Denise Poiret's wardrobe in a show called ""Free Creativity"" (La Création en Liberté) in his showroom before it was auctioned.",designer,-3.375495261284523,0.3113683760166168,0.4552358090877533,https://en.wikipedia.org/wiki/Paul%20Poiret
82,"The Beano (formerly The Beano Comic, also known as Beano) is a British anthology comic magazine created by Scottish publishing company DC Thomson.",magazine,-3.2270359926236174,0.32819825410842896,0.45276936888694763,https://en.wikipedia.org/wiki/The%20Beano
83,"If one set is played, the pieces usually go into the opponent's starting corner, and the number of pieces per side is increased to 15 (instead of the usual 10).",set,-3.5497878964084224,0.38655030727386475,0.38373979926109314,https://en.wikipedia.org/wiki/Chinese%20checkers
84,The two are looking for a German secret weapon Janos heard about from a mysterious 'she'.,weapon,-5.172585390116039,0.3880406320095062,0.28047963976860046,https://en.wikipedia.org/wiki/Green%20Lantern/Superman%3A%20Legend%20of%20the%20Green%20Flame
85,"1 March 1954: Daigo Fukuryū Maru, Japanese fishing vessel contaminated by fallout from Castle Bravo, 1 fatality.",vessel,-4.184217010287504,0.411362886428833,0.46091973781585693,https://en.wikipedia.org/wiki/Nuclear%20and%20radiation%20accidents%20and%20incidents
86,"The photo showed her from the waist up, apparently topless, holding a violin positioned to hide her chest.",violin,-4.399116658351638,0.44087690114974976,0.30843573808670044,https://en.wikipedia.org/wiki/Lara%20St.%20John
87,"The final shot shows the boys and teachers standing at the field trip lawn, with Hector's voice encouraging them to ""pass it on"".",voice,-4.802470105113806,0.4558320939540863,0.3148699998855591,https://en.wikipedia.org/wiki/The%20History%20Boys%20%28film%29
88,"In 2017, Cabello presented a video on his program in which the violinist and activist Wuilly Arteaga was heard supporting the government of Nicolás Maduro.",violinist,-4.195182167898332,0.3654569387435913,0.35017362236976624,https://en.wikipedia.org/wiki/Con%20El%20Mazo%20Dando
89,1957 Russian-born philosopher Ayn Rand (1905–1982) publishes her novel Atlas Shrugged; it attracts the libertarian wing of American conservatism by promoting aggressive entrepreneurship and rejecting religion and altruism.,philosopher,-3.85627233586842,0.3423653542995453,0.40586912631988525,https://en.wikipedia.org/wiki/Timeline%20of%20modern%20American%20conservatism
90,"He also praised the record for containing ""generous sprinklings of traditional Irish sounds and touches"", which he said helped enhance the material.",record,-4.944941707783276,0.4622501730918884,0.32411712408065796,https://en.wikipedia.org/wiki/Talk%20on%20Corners
91,The pieces are registered with a serial number and most pieces are signed by the artisan which creates them.,artisan,-4.228317130915821,0.46056967973709106,0.38809776306152344,https://en.wikipedia.org/wiki/Uriarte%20Talavera
92,The lake is contaminated with various toxic substances.,lake,-3.4340454737345376,0.4370315968990326,0.3441643714904785,https://en.wikipedia.org/wiki/Schuttberg
93,"In 2006, Cronkite hosted the World War One Living History Project, a program honoring America's final handful of veterans from the First World War.",program,-3.773371505434625,0.36068207025527954,0.3976607322692871,https://en.wikipedia.org/wiki/Walter%20Cronkite
94,The editor then enumerated the objections against publication voiced by the referees.,publication,-5.637549730447622,0.5617475509643555,0.36518344283103943,https://en.wikipedia.org/wiki/Parapsychology%20research%20at%20SRI
95,"Audiences 'had to jump across the border from Brighton to Hove, where they were handed a glass of sweet sherry.",glass,-4.30375633840091,0.4119599163532257,0.35748985409736633,https://en.wikipedia.org/wiki/Pete%20McCarthy
96,Publications The Allegheny Conference of the Wesleyan Methodist Church publishes a monthly periodical known as The Allegheny Wesleyan Methodist.,periodical,-3.583970450865174,0.29248103499412537,0.4369533061981201,https://en.wikipedia.org/wiki/Allegheny%20Wesleyan%20Methodist%20Connection
97,"Since 1996, Wofford's former state office director, Todd Bernstein, has been directing the annual Greater Philadelphia King Day of Service, the largest event in the nation honoring King.",nation,-4.349138515364182,0.39947637915611267,0.32354405522346497,https://en.wikipedia.org/wiki/Martin%20Luther%20King%20Jr.%20Day
98,"On 5 April 1811, at 2pm, the signal station at Beachy Head signaled to Persian that a smuggling vessel was discharging her cargo nearby.",vessel,-4.303605263943181,0.406021386384964,0.3703872561454773,https://en.wikipedia.org/wiki/HMS%20Persian%20%281809%29
99,"As the submarine continued to dive, shells were heard striking her hull.",shells,-4.16151863443,0.44014662504196167,0.365335077047348,https://en.wikipedia.org/wiki/USS%20Snapper%20%28SS-185%29
100,Mei Lanfang Classics () is a Peking opera production which is composed of six classics from Peking Opera master Mei Lanfang.,production,-4.360796516022394,0.36121949553489685,0.37288329005241394,https://en.wikipedia.org/wiki/Mei%20Lanfang%20Classics
101,CharacterPoincaré's work habits have been compared to a bee flying from flower to flower.,bee,-4.217251450009644,0.35712549090385437,0.42495742440223694,https://en.wikipedia.org/wiki/Henri%20Poincar%C3%A9
102,"Since 2002, Stralsund's old town with its rich heritage is honored as a UNESCO World Heritage Site, along with Wismar in Mecklenburg.",town,-3.1440920388891493,0.36303654313087463,0.512881338596344,https://en.wikipedia.org/wiki/Stralsund
103,Wikis like Wikipedia and WikiaAuthorship An author acquires copyright if their work meets certain criteria.,author,-4.80875781533264,0.3914903998374939,0.346267431974411,https://en.wikipedia.org/wiki/Collaborative%20writing
104,"He trained himself by putting gradually less cream into each cup of coffee he drank, until he eventually ""weaned himself"" (Knight's description) and switched to black coffee.",cup,-4.2562429513250075,0.4622753858566284,0.3497336506843567,https://en.wikipedia.org/wiki/Cyril%20M.%20Kornbluth
105,"1898 21 June: At the launch of HMS Albion from the Thames Ironworks and Shipbuilding Company at Blackwell, 34 spectators drown when a stage collapses.",spectators,-4.167736456436771,0.35343822836875916,0.3215760886669159,https://en.wikipedia.org/wiki/Timeline%20of%20London%20%281800s%29
106,The ancient Romans and Greeks filled glass spheres with water to make lenses.,glass,-4.623574269669397,0.47599777579307556,0.2991640567779541,https://en.wikipedia.org/wiki/Optics
107,which he decided upon one day while eating a bowl of Drama Flakes cereal.,bowl,-4.922753905062564,0.407089501619339,0.34963399171829224,https://en.wikipedia.org/wiki/Tick%20%28character%29
108,"As with all the previous homes he has visited, Tun Nila gives them the bag and requests that they cook the items in it.",bag,-5.046814342339833,0.46557196974754333,0.27033600211143494,https://en.wikipedia.org/wiki/Musang%20Berjanggut
109,Small children's clothing featured leading strings at the shoulder.,strings,-5.232831266793338,0.4855690002441406,0.23344333469867706,https://en.wikipedia.org/wiki/1650%E2%80%931700%20in%20Western%20European%20fashion
110,"WhitbreadWhitbread, which was at the time Britain's biggest hotel group, also discovered through tests that it had unknowingly sold concealed horse meat in food products.",meat,-4.218273561406771,0.3475096523761749,0.3599894046783447,https://en.wikipedia.org/wiki/2013%20horse%20meat%20scandal
111,"In 1950, after witnessing a Ku Klux Klan motorcade going through town, Carter began writing a series of editorials and reports critical of Klan activity.",motorcade,-3.429321450294193,0.3832361102104187,0.4935476779937744,https://en.wikipedia.org/wiki/Tabor%20City%2C%20North%20Carolina
112,"Dating from 1692, the rope factory terminated production in 1960 but in 2006, after renovation, it was opened to the public with exhibitions and demonstrations of ropemaking.",factory,-3.4273196262044783,0.32272863388061523,0.37238600850105286,https://en.wikipedia.org/wiki/Ropewalk%20%28Karlskrona%29
113,"In Alan Hollinghurst's novel The Swimming Pool Library (1988), the protagonist William Beckwith spends time here with his lover who works in a hotel overlooking the square.",hotel,-3.598056385879006,0.3401499390602112,0.3907378911972046,https://en.wikipedia.org/wiki/Russell%20Square
114,Neither car saw a racetrack except for the purposes of testing.,car,-5.199402870344264,0.5040374398231506,0.47581157088279724,https://en.wikipedia.org/wiki/Porsche%20914
115,"While at the Spanish court, the famous castrato singer Farinelli heard him sing.",singer,-4.2917225860843535,0.38955938816070557,0.39530304074287415,https://en.wikipedia.org/wiki/Domenico%20Alberti
116,Commonly used definitions include:  Continued star-formation where the current SFR would exhaust the available gas reservoir in much less than the age of the Universe (the Hubble Time).,reservoir,-4.405828286868495,0.38243186473846436,0.34777122735977173,https://en.wikipedia.org/wiki/Starburst%20galaxy
117,"The playwright probably referred to the women of the deme, who were considered terrible and ugly by contemporary Athenians.",playwright,-4.590661861650322,0.40431520342826843,0.28156185150146484,https://en.wikipedia.org/wiki/Teithras
118,The pack draws on its origins as Saints Row: The Third downloadable content that was later delayed and repackaged.,pack,-4.291508838625463,0.41282621026039124,0.42794832587242126,https://en.wikipedia.org/wiki/Enter%20the%20Dominatrix
119,"One day at the rehearsal space, Roe and Davenport heard the drummer of Peña's band, Chris Knapp, playing and immediately asked him to join The Ataris.",drummer,-4.563428340639387,0.383978009223938,0.2893443703651428,https://en.wikipedia.org/wiki/The%20Ataris
120,He taught himself how to play the trombone as well as the trumpet by the age of twelve.,trombone,-2.6055104523955377,0.32170650362968445,0.5424836277961731,https://en.wikipedia.org/wiki/Dizzy%20Gillespie
121,"Similarly, Crockett's perpetually unshaven appearance sparked a minor fashion trend, inspiring men to wear designer stubble at all times.",designer,-4.072654029670438,0.32882043719291687,0.31507331132888794,https://en.wikipedia.org/wiki/Miami%20Vice
122,"As the group listened to a playback of the chorus, Richie declared that the last part of the line should be changed to ""We're 'saving' our own lives"".",group,-3.723151535891435,0.3103330731391907,0.366531640291214,https://en.wikipedia.org/wiki/We%20Are%20the%20World
123,A couple of members then rushed Wilson and poured a pitcher of ice water over his head.,pitcher,-4.694374057981703,0.35375580191612244,0.37439876794815063,https://en.wikipedia.org/wiki/Sociobiology%20Study%20Group
124,The late nineteenth century English novelist George Gissing read the original French version over eight days in June 1890.,novelist,-4.380891193514285,0.4291754961013794,0.26598885655403137,https://en.wikipedia.org/wiki/Marie%20Bashkirtseff
125,The namespace name is a character string which must adhere to the generic URI syntax.,string,-4.847815069311764,0.5118043422698975,0.3891323208808899,https://en.wikipedia.org/wiki/Uniform%20Resource%20Identifier
126,CCA1/LHY and TOC1 proteins repress the expression of each other's genes.,expression,-4.7544902200810615,0.4214468002319336,0.3399259150028229,https://en.wikipedia.org/wiki/Circadian%20clock
127,"Attitude"" featured John Varvatos seeking inspiration at a record store in Brooklyn and record under his arm and into his Chrysler 300. """,record,-5.2240213207129775,0.4547286927700043,0.2880692183971405,https://en.wikipedia.org/wiki/Chrysler%20300
128,"Very few survived the Second World War, but the gene pool has gradually been replenished with imports from America.",pool,-3.871769413764758,0.35361117124557495,0.3923073709011078,https://en.wikipedia.org/wiki/Bloodhound
129,"1842 – The first major wagon train heading for the Pacific Northwest sets out on the Oregon Trail from Elm Grove, Missouri, with 100 pioneers.",train,-3.61588652767241,0.3074999749660492,0.2806529998779297,https://en.wikipedia.org/wiki/May%2016
130,"In these experiments, participants were asked to fill one jug with a specific amount of water using only other jugs (typically three) with different maximum capacities as tools.",jug,-3.716722664289233,0.3972591757774353,0.40270957350730896,https://en.wikipedia.org/wiki/Problem%20solving
131,"News operationIn August 1957, WROC-TV began airing the area's first 11 o'clock broadcast called Eleventh Hour News.",broadcast,-4.807845933229795,0.4257100224494934,0.3520417809486389,https://en.wikipedia.org/wiki/WROC-TV
