base_expression,choices,cont_tokens,example,full_prompt,gold,gold_index,input_tokens,instruction,metrics,num_asked_few_shots,num_effective_few_shots,padded,pred_logits,prediction_logits,predictions,sentence_cleaned,specifics,truncated,log_prob,oddballness,confidence
digest,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364, 37439,
                  82,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   578,  3492,   364, 37439,    82,     6,   374,   264,
               19120,   430,  3445,   311,  1464,  1523,  1139, 35388, 33155,
                  11,   323,   304,   420, 11914,   433,   374,  1511,   311,
                7664,   279,  1920,   315, 13128,  1694, 11102,  1523,   555,
                 279, 60071,  1887,    13,   220,  1115,   374,   264, 24016,
                1005,   315,   279,  3492,    11,   439,   433,   374, 23524,
                 264,  1972,  1920,   430, 13980,   304,   279,  2547,    13,
                 220,   578,  3492,   374,   539,  1694,  1511, 46450,  2740,
                 311,  7664,  2555,   430,   374,   539,  3604,  1694, 11102,
                1523,    11,   779,   279,  4320,   374,   364,    75,     6,
                 369, 24016,    13,   720,  9290,    25,   578,  3492,   364,
               37439,    82,     6,   649,  1101,   387,  1511, 46450,  2740,
                 311,  7664])                                                ],
       dtype=object)                                                           ]","Is the word 'digests' used metaphorically or literally in the sentence: 'Protein digests in a few hours .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'digests' used metaphorically or literally in the sentence: 'Protein digests in a few hours .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128009, 128009, 128000,   3957,    279,   3492,    364,  37439,
            82,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,   1360,  39340,   4170,  18450,
           304,    264,   2478,   4207,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[10],[],[],"["" \noutput: l \nThe word 'digests' is used literally in the sentence.  The word 'digests' is a verb that means to break down into simpler substances, and in this sentence it is used to describe the process of protein being broken down by the digestive system.  This is a literal use of the word, as it is describing a real process that occurs in the body.  The word is not being used metaphorically to describe something that is not actually being broken down, so the answer is 'l' for literal. \nNote: The word 'digests' can also be used metaphorically to describe""]",Protein digests in a few hours .,,[127],-4.078875064317669,0.34591785073280334,0.46807974576950073
raid,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364,   969,
                4591,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   350,    13, 91695, 20305,   729,   374,   264, 13166,
               15473,  1814,    11,  4423,   889, 50631,   264,  3544,  2883,
                 449,   279, 14944,   315, 15061,   433,   709,   323, 11486,
                1022,  1202,  5596,    13,   220,   578,  3492,   364,   969,
                4591,     6,   374,  1511,   311,  7664,   279,  1180,   315,
               12096,   264,  2883,    13,   220,   578,  3492,   364,   969,
                4591,     6,   374,   539,  1511, 46450,  2740,   304,   420,
               11914,    13,   220,   578,  3492,   364,   969,  4591,     6,
                 374,  1511, 16280,   311,  7664,   279,  1180,   315, 12096,
                 264,  2883,    13,   220,   578,  3492,   364,   969,  4591,
                   6,   374,  1511,   304,   279,  1890,  1648,   430,   279,
                3492,   364,    65,  2509,     6,  1053,   387,  1511,    13,
                 220,   578])                                                ],
       dtype=object)                                                           ]","Is the word 'raided' used metaphorically or literally in the sentence: 'T. Boone Pickens raided many large companies .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'raided' used metaphorically or literally in the sentence: 'T. Boone Pickens raided many large companies .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128009, 128000,   3957,    279,   3492,    364,    969,   4591,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,     51,     13,  91695,  20305,    729,
         79496,   1690,   3544,   5220,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[9],[],[],"["" \noutput: l \nThe word 'raided' is used literally in the sentence.  T. Boone Pickens is a corporate raider, someone who buys a large company with the intention of breaking it up and selling off its parts.  The word 'raided' is used to describe the act of buying a company.  The word 'raided' is not used metaphorically in this sentence.  The word 'raided' is used literally to describe the act of buying a company.  The word 'raided' is used in the same way that the word 'bought' would be used.  The""]",T. Boone Pickens raided many large companies .,,[140],-3.9290078570419507,0.33987200260162354,0.43456658720970154
inherit,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364,   258,
               49494,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   578,  3766, 21892,   706,  5946,   389,   279,  5435,
                 311,   279,   502, 21892,    11,  1120,   439,   264,  1732,
                1053,  1522,   389,   872,  3424,   311,   872, 51543,    13,
                 220,   578,  3492,   364,   258, 49494,     6,   374,  1511,
                 311,  7664,   279, 12579,   389,   315,   279,  5435,    11,
                 539,   279,  5435,  5694,    13,   220,   578,  5435,   527,
                 539, 28088,   304,   279,  5647,   430,   814,   527,  5946,
                 389,  1555, 21389,    13,   220,   578,  3492,   364,   258,
               49494,     6,   374,  1511,   311,  7664,   279, 12579,   389,
                 315,   279,  5435,    11,   539,   279,  5435,  5694,    13,
                 220,   578,  5435,   527,   539, 28088,   304,   279,  5647,
                 430,   814,   527,  5946,   389,  1555, 21389,    13,   220,
                 578,  3492])                                                ],
       dtype=object)                                                           ]","Is the word 'inherited' used metaphorically or literally in the sentence: 'The new chairman inherited many problems from the previous chair .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'inherited' used metaphorically or literally in the sentence: 'The new chairman inherited many problems from the previous chair .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128000,   3957,    279,   3492,    364,    258,  49494,      6,
          1511,  46450,   2740,    477,  16280,    304,    279,  11914,
            25,    364,    791,    502,  21892,  28088,   1690,   5435,
           505,    279,   3766,  10716,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[8],[],[],"["" \noutput: l \nThe word 'inherited' is used literally in the sentence.  The previous chairman has passed on the problems to the new chairman, just as a person would pass on their property to their heir.  The word 'inherited' is used to describe the passing on of the problems, not the problems themselves.  The problems are not inherited in the sense that they are passed on through genes.  The word 'inherited' is used to describe the passing on of the problems, not the problems themselves.  The problems are not inherited in the sense that they are passed on through genes.  The word""]",The new chairman inherited many problems from the previous chair .,,[163],-2.5410895362496375,0.37481510639190674,0.5056890845298767
design,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364,  5919,
                1571,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   578, 19114,   374,  5605,   430, 84482, 91472,  3549,
                 279,  7937,    13,   220,   578,  3492,   364,  5919,  1571,
                   6,   374,  1511,   304,   279,  1890,  1648,   439,   304,
                 279, 11914,    25,   364,   791, 11726,  6319,   279,  4857,
                3238,   220,   763,   420, 11914,    11,   279,  3492,   364,
                5919,  1571,     6,   374,  1511, 16280,    13,   220,   578,
               19114,   374,  5605,   430,   279, 11726,  3549,   279,  4857,
                  13,   220,   578,  3492,   364,  5919,  1571,     6,   374,
                 264, 19120,   430,  3445,   311,  1893,   477,  1304,  2555,
                  13,   220,  1102,   374,  1511,   304,   279,  1890,  1648,
                 304,  2225, 23719,    13,   220, 15636,    11,   279,  3492,
                 364,  5919,  1571,     6,   374,  1511, 16280,   304,   279,
               11914,    25])                                                ],
       dtype=object)                                                           ]","Is the word 'designed' used metaphorically or literally in the sentence: 'Chanel designed the famous suit .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'designed' used metaphorically or literally in the sentence: 'Chanel designed the famous suit .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128000,   3957,    279,   3492,    364,   5919,
          1571,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,   1163,   2444,   6319,    279,
         11495,   7937,    662,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([1.])},0,0,[2],[],[],"["" \noutput: l \nThe word 'designed' is used literally in the sentence.  The speaker is saying that Coco Chanel created the suit.  The word 'designed' is used in the same way as in the sentence: 'The architect designed the building.'  In this sentence, the word 'designed' is used literally.  The speaker is saying that the architect created the building.  The word 'designed' is a verb that means to create or make something.  It is used in the same way in both sentences.  Therefore, the word 'designed' is used literally in the sentence:""]",Chanel designed the famous suit .,,[139],-5.561657977104187,0.4579579532146454,0.3012032210826874
erase,[],"[array([array([  720,  3081,    25,   326,   198,   791,  3492,   364,   261,
                1503,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 578,  3626,  1051,  3604, 11309,   505,   279,  2653, 13668,
                  13,   578,  3492,   364,   261,  1503,     6,   374,  1511,
                 311,  7664,   279,  7106,  1180,   315, 34111,   279,  3626,
                  13,   578,  3492,   364,   261,  1503,     6,   374,   539,
                1511, 46450,  2740,   311,  7664,  2555,   775,    13,   578,
                3492,   364,   261,  1503,     6,   374,  1511,   311,  7664,
                 279,  7106,  1180,   315, 34111,   279,  3626,    13,   578,
                3492,   364,   261,  1503,     6,   374,  1511,   311,  7664,
                 279,  7106,  1180,   315, 34111,   279,  3626,    13,   578,
                3492,   364,   261,  1503,     6,   374,  1511,   311,  7664,
                 279,  7106,  1180,   315, 34111,   279,  3626,    13,   578,
                3492,   364,   261,  1503,     6,   374,  1511,   311,  7664,
                 279,  7106])                                                ],
       dtype=object)                                                           ]","Is the word 'erased' used metaphorically or literally in the sentence: 'Who erased the files form my hard disk ?'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'erased' used metaphorically or literally in the sentence: 'Who erased the files form my hard disk ?'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128009, 128009, 128000,   3957,    279,   3492,    364,    261,
          1503,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,  15546,  64800,    279,   3626,
          1376,    856,   2653,  13668,    949,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[10],[],[],"["" \noutput: l\nThe word 'erased' is used literally in the sentence. The files were actually deleted from the hard disk. The word 'erased' is used to describe the physical act of deleting the files. The word 'erased' is not used metaphorically to describe something else. The word 'erased' is used to describe the physical act of deleting the files. The word 'erased' is used to describe the physical act of deleting the files. The word 'erased' is used to describe the physical act of deleting the files. The word 'erased' is used to describe the physical""]",Who erased the files form my hard disk ?,,[134],-4.114344354718924,0.5212833881378174,0.5365281701087952
uproot,[],"[array([array([ 2612,    25,   326,    13,   220,   578,  3492,   364,   455,
                2959,   291,     6,   374,  1511, 16280,   304,   279, 11914,
                  13,   220,   578,  3492,   364,   455,  2959,   291,     6,
                 374,  1511, 46450,  2740,   304,   279, 11914,    13,   220,
                 578,  3492,   364,   455,  2959,   291,     6,   374,  1511,
                2225, 16280,   323, 46450,  2740,   304,   279, 11914,    13,
                 220,   578,  3492,   364,   455,  2959,   291,     6,   374,
                1511, 14188, 16280,  6463, 46450,  2740,   304,   279, 11914,
                  13,   220,   578,  3492,   364,   455,  2959,   291,     6,
                 374,  1511, 62397,  7162,   304,   279, 11914,    13,   220,
                 578,  3492,   364,   455,  2959,   291,     6,   374,  1511,
               14188, 16280,  6463, 46450,  2740,   304,   279, 11914,    13,
                 220,   578,  3492,   364,   455,  2959,   291,     6,   374,
                1511, 16280,   304,   279, 11914,    13,   220,   578,  3492,
                 364,   455])                                                ],
       dtype=object)                                                           ]","Is the word 'uprooted' used metaphorically or literally in the sentence: 'The vestiges of political democracy were soon uprooted .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'uprooted' used metaphorically or literally in the sentence: 'The vestiges of political democracy were soon uprooted .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128000,   3957,
           279,   3492,    364,    455,   2959,    291,      6,   1511,
         46450,   2740,    477,  16280,    304,    279,  11914,     25,
           364,    791,  28705,  52763,    315,   5054,  20095,   1051,
          5246,    709,   2959,    291,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[6],[],[],"["" output: l.  The word 'uprooted' is used literally in the sentence.  The word 'uprooted' is used metaphorically in the sentence.  The word 'uprooted' is used both literally and metaphorically in the sentence.  The word 'uprooted' is used neither literally nor metaphorically in the sentence.  The word 'uprooted' is used ambiguously in the sentence.  The word 'uprooted' is used neither literally nor metaphorically in the sentence.  The word 'uprooted' is used literally in the sentence.  The word 'up""]",The vestiges of political democracy were soon uprooted .,,[152],-3.726875861459782,0.3538797199726105,0.559311032295227
float,[],"[array([array([  720,  3081,    25,   602,   720,   791,  3492,   364, 90906,
                 660,     6,   374,  1511, 46450,  2740,   304,   279, 11914,
                  13,   578, 64682,   374,   539,  3604, 19596,   304,   279,
                3805,    11,   719,  4856,  7366,  4028,   279,  6566,   449,
                 264,  3177,    11, 80192, 11633,    11,   439,   422,  1364,
                1051, 19596,    13,  1115,   374,   459,  3187,   315,   264,
               46450,   950,  7645,    11,  1405,   264,  3492,   477, 17571,
                 374,  1511,   311,  7664,   264,  7434,   477,  1957,   304,
                 264,  1648,   430,   374,   539, 26549, 24016,    13,   763,
                 420,  1162,    11,   279,  3492,   364, 90906,   660,     6,
                 374,  1511,   311, 20599,   279,  4623,   315,   264, 11113,
                  11,  4785,  1752,  7351,    11,  4856,  1109,   459,  5150,
               19596, 11633,    13,   720,   791,  3492,   364, 90906,   660,
                   6,   374,  1511, 46450,  2740,   304,   279, 11914,    13,
                 578, 64682])                                                ],
       dtype=object)                                                           ]","Is the word 'floated' used metaphorically or literally in the sentence: 'The dancer floated across the stage .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'floated' used metaphorically or literally in the sentence: 'The dancer floated across the stage .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128000,   3957,    279,   3492,    364,  90906,
           660,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,    791,  64682,  67135,   4028,
           279,   6566,    662,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([1.])},0,0,[2],[],[],"["" \noutput: i \nThe word 'floated' is used metaphorically in the sentence. The dancer is not actually floating in the air, but rather moving across the stage with a light, effortless motion, as if she were floating. This is an example of a metaphorical expression, where a word or phrase is used to describe a concept or action in a way that is not strictly literal. In this case, the word 'floated' is used to convey the idea of a smooth, weightless movement, rather than an actual floating motion. \nThe word 'floated' is used metaphorically in the sentence. The dancer""]",The dancer floated across the stage .,,[142],-2.3673795938763456,0.19039690494537354,0.5989496111869812
adhere,[],"[array([array([  720,  3081,    25,   326,   198,   791,  3492,   364,   329,
                6881,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   578, 11914,   374, 10371,   422,   279, 44686,   690,
                9396,   311,   279,  7147,    13,   220,   578,  3492,   364,
                 329,  6881,     6,  3445,   311,  9396,   477, 78264,   311,
                2555,    13,   220,  1102,   374,   264, 24016,  1005,   315,
                 279,  3492,    13,   220,   578,  3492,   374,   539,  1694,
                1511, 46450,  2740,   311,  3152,  2555,   775,    13,   220,
                1102,   374,  1694,  1511,   311,  7664,   264,  7106,  1957,
                  13,   220, 15636,    11,   279,  4320,   374,   364,    75,
                   6,   369, 24016,    13,   220,   578,  3492,   364,   329,
                6881,     6,   374,  1694,  1511,   304,  1202, 24016,  5647,
                  13,   220,  1102,   374,   539,  1694,  1511,   311,  7664,
                 264,  2536,    12, 47692,  1957,   477,  4623,    13,   220,
                1102,   374])                                                ],
       dtype=object)                                                           ]","Is the word 'adhere' used metaphorically or literally in the sentence: 'Will this wallpaper adhere to the wall ?'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'adhere' used metaphorically or literally in the sentence: 'Will this wallpaper adhere to the wall ?'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128000,   3957,    279,   3492,    364,    329,   6881,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,  10149,    420,  44686,  49553,    311,
           279,   7147,    949,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"["" \noutput: l\nThe word 'adhere' is used literally in the sentence.  The sentence is asking if the wallpaper will stick to the wall.  The word 'adhere' means to stick or cling to something.  It is a literal use of the word.  The word is not being used metaphorically to mean something else.  It is being used to describe a physical action.  Therefore, the answer is 'l' for literal.  The word 'adhere' is being used in its literal sense.  It is not being used to describe a non-physical action or idea.  It is""]",Will this wallpaper adhere to the wall ?,,[144],-3.577580805335726,0.3305337131023407,0.5638629794120789
push,[],"[array([array([  720,  3081,    25,   326,   198,   791,  3492,   364,  9254,
                 287,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   578,  7564,   374, 22655, 17919, 11217,    13,   220,
                 578,  3492,   364,  9254,   287,     6,   374,  1511,   304,
                 264, 24016,  5647,    11,   539,   264, 46450,   950,   832,
                  13,   220,   578, 11914,   374, 23524,   264,  7106,  1957,
                  11,   539,   264, 56755,  1413,   832,    13,   220,   578,
                3492,   364,  9254,   287,     6,   374,  1511,   311,  7664,
                 279,  1957,   315,   279,  7564,    11,   539,   311,  7664,
                 264,  7434,   477,  4623,    13,   220,   578, 11914,   374,
               23524,   264,  7106,  1180,    11,   539,   264, 56755,  1413,
                 832,    13,   220,   578,  3492,   364,  9254,   287,     6,
                 374,  1511,   311,  7664,   264,  7106,  1957,    11,   539,
                 264, 46450,   950,   832,    13,   220,   578, 11914,   374,
               23524,   264])                                                ],
       dtype=object)                                                           ]","Is the word 'pushing' used metaphorically or literally in the sentence: 'The guy hanging around the school is pushing drugs .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'pushing' used metaphorically or literally in the sentence: 'The guy hanging around the school is pushing drugs .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128009, 128000,   3957,    279,   3492,    364,   9254,    287,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,    791,   7564,  21363,   2212,    279,
          2978,    374,  17919,  11217,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[9],[],[],"["" \noutput: l\nThe word 'pushing' is used literally in the sentence.  The guy is physically pushing drugs.  The word 'pushing' is used in a literal sense, not a metaphorical one.  The sentence is describing a physical action, not a figurative one.  The word 'pushing' is used to describe the action of the guy, not to describe a concept or idea.  The sentence is describing a physical act, not a figurative one.  The word 'pushing' is used to describe a physical action, not a metaphorical one.  The sentence is describing a""]",The guy hanging around the school is pushing drugs .,,[147],-4.672896080546909,0.4768851101398468,0.26319757103919983
raid,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364,   969,
                4591,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   578, 71683,  3328,  9107,   279, 46044,   323,  3952,
                3691,   505,   433,    13,   220,   578,  3492,   364,   969,
                4591,     6,   374,   264, 46450,   950,  9070,   315,   279,
                3492,   364, 14152,   518,   902, 13517,  8967,   311,  3440,
                 477, 88802,    13,   220,   763,   420, 11914,    11,   279,
               71683,  3328,   374,   539, 23664,   477, 88802,   287,   279,
               46044,    11,   719,  4856,  4737,  3691,   505,   433,    13,
                 220,   578,  3492,   364,   969,  4591,     6,   374,  1511,
                 311, 20599,   279,  4623,   430,   279, 71683,  3328,  3952,
                 264,  2763,   315,  3691,   505,   279, 46044,    11,  4856,
                1109,   264,  2697,    13,   220,   578,  3492,   364,   969,
                4591,     6,   374,  1511,   304,   264,  4528,  1648,   304,
                 279, 11914])                                                ],
       dtype=object)                                                           ]","Is the word 'raided' used metaphorically or literally in the sentence: 'Our babysitter raided our refrigerator .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'raided' used metaphorically or literally in the sentence: 'Our babysitter raided our refrigerator .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128000,   3957,    279,   3492,    364,    969,
          4591,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,   8140,  71683,   3328,  79496,
          1057,  46044,    662,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([0.])},0,0,[2],[],[],"["" \noutput: l \nThe word 'raided' is used literally in the sentence.  The babysitter opened the refrigerator and took food from it.  The word 'raided' is a metaphorical extension of the word 'raid', which originally meant to attack or plunder.  In this sentence, the babysitter is not attacking or plundering the refrigerator, but rather taking food from it.  The word 'raided' is used to convey the idea that the babysitter took a lot of food from the refrigerator, rather than a little.  The word 'raided' is used in a similar way in the sentence""]",Our babysitter raided our refrigerator .,,[144],-4.306316526606679,0.42440158128738403,0.443938672542572
tack,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364,    83,
                 474,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   362, 14192,   374,   264,  2678,  9501, 37393,  1511,
                 311,  5043,   268,   264,  5406,   311,   264,  4580,    13,
                 220,   578,  3492,   364,    83,   474,     6,   374,  1511,
                 311,  7664,   279,  1957,   315, 72908,   279,  5406,   311,
                 279,  4580,    13,   220,   578,  3492,   364,    83,   474,
                   6,   374,   539,  1511, 46450,  2740,   304,   420, 11914,
                  13,   220,   578,  3492,   364,    83,   474,     6,   374,
                1511, 16280,   311,  7664,   279,  1957,   315, 72908,   279,
                5406,   311,   279,  4580,    13,   220,   578,  3492,   364,
                  83,   474,     6,   374,  1511,   311,  7664,   279,  1957,
                 315,  1701,   264,  2678,  9501, 37393,   311,  5043,   268,
                 279,  5406,   311,   279,  4580,    13,   220,   578,  3492,
                 364,    83])                                                ],
       dtype=object)                                                           ]","Is the word 'tack' used metaphorically or literally in the sentence: 'tack the notice on the board .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'tack' used metaphorically or literally in the sentence: 'tack the notice on the board .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128000,   3957,    279,   3492,    364,     83,    474,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,     83,    474,    279,   5406,    389,
           279,   4580,    662,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"["" \noutput: l \nThe word 'tack' is used literally in the sentence.  A tack is a small metal spike used to fasten a notice to a board.  The word 'tack' is used to describe the action of attaching the notice to the board.  The word 'tack' is not used metaphorically in this sentence.  The word 'tack' is used literally to describe the action of attaching the notice to the board.  The word 'tack' is used to describe the action of using a small metal spike to fasten the notice to the board.  The word 't""]",tack the notice on the board .,,[132],-4.956580072641373,0.2722911834716797,0.4004216194152832
reform,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364,   265,
                 630,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 578, 11914,   374,  5605,   430,   279,  5054,  1887,  3966,
                 311,   387,  5614,   304,  1063,  1648,    11,   323,   364,
                 265,   630,     6,   374,   279,  3492,   430,   374,  1511,
                 311,  7664,   430,  2349,    13,   578,  3492,   364,   265,
                 630,     6,   374,   539,  1694,  1511,   311,  7664,   264,
                2349,   304,  2555,   430,   374,   539,   264,  1887,    11,
                 779,   433,   374,   539,  1694,  1511, 46450,  2740,    13,
                 720,  9290,    25,  1115,  3488,   374,  7649,   279,  5845,
                 311,  3619,   279, 24016,   323, 46450,   950, 50800,   315,
                4339,    13,   578,  3488,   374, 10371,   279,  1296,  2442,
                4506,   311, 10765,  3508,   279,  3492,   364,   265,   630,
                   6,   374,  1694,  1511,   311,  7664,   264,  2349,   304,
                 264,  1887])                                                ],
       dtype=object)                                                           ]","Is the word 'reform' used metaphorically or literally in the sentence: 'reform a political system .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'reform' used metaphorically or literally in the sentence: 'reform a political system .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128000,   3957,    279,   3492,    364,    265,    630,      6,
          1511,  46450,   2740,    477,  16280,    304,    279,  11914,
            25,    364,    265,    630,    264,   5054,   1887,    662,
          4527,  22559,    364,     72,      6,    369,  46450,    950,
            11,    364,     75,      6,    369,  24016,     13,    220,
         10435,    701,   4320,   1306,    364,   3081,     25,   6389])]",,{'accuracy_per_sample': array([1.])},0,0,[0],[],[],"["" \noutput: l \nThe word'reform' is used literally in the sentence. The sentence is saying that the political system needs to be changed in some way, and'reform' is the word that is used to describe that change. The word'reform' is not being used to describe a change in something that is not a system, so it is not being used metaphorically. \nNote: This question is testing the ability to understand the literal and metaphorical meanings of words. The question is asking the test-taker to identify whether the word'reform' is being used to describe a change in a system""]",reform a political system .,,[134],-5.327944815158844,0.46561968326568604,0.41405031085014343
